provinsi,jenis,daerah,tahun,periode,gk,ump,peng,upah
JAWA TIMUR,MAKANAN,PERDESAAN,2021,SEPTEMBER,327215,1798979,500154,14789
JAWA TIMUR,MAKANAN,PERDESAAN,2022,MARET,341452,1891567,551128,15119
JAWA TIMUR,MAKANAN,PERDESAAN,2022,SEPTEMBER,361913,1891567,551128,15119
JAWA TIMUR,NONMAKANAN,PERKOTAAN,2015,MARET,88779,1000000,604896,9214
JAWA TIMUR,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,92152,1000000,604896,9214
JAWA TIMUR,NONMAKANAN,PERKOTAAN,2016,MARET,93762,1000000,587522,11226
JAWA TIMUR,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,95769,1000000,587522,11226
JAWA TIMUR,NONMAKANAN,PERDESAAN,2015,MARET,74839,1000000,306017,9214
JAWA TIMUR,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,77532,1000000,306017,9214
JAWA TIMUR,NONMAKANAN,PERDESAAN,2016,MARET,79939,1000000,304534,11226
JAWA TIMUR,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,82159,1000000,304534,11226
JAWA TIMUR,NONMAKANAN,PERKOTAAN,2017,MARET,98086,1338000,613460,11883
JAWA TIMUR,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,99941,1338000,613460,11883
JAWA TIMUR,NONMAKANAN,PERKOTAAN,2018,MARET,102744,1508895,650784,12561
JAWA TIMUR,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,103272,1508895,650784,12561
JAWA TIMUR,NONMAKANAN,PERDESAAN,2017,MARET,84218,1338000,304398,11883
JAWA TIMUR,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,87245,1338000,304398,11883
JAWA TIMUR,NONMAKANAN,PERDESAAN,2018,MARET,89057,1508895,341262,12561
JAWA TIMUR,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,89738,1508895,341262,12561
JAWA TIMUR,NONMAKANAN,PERKOTAAN,2019,MARET,105971,1630059,675010,13119
JAWA TIMUR,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,108014,1630059,675010,13119
JAWA TIMUR,NONMAKANAN,PERKOTAAN,2020,MARET,110942,1768777,681482,14389
JAWA TIMUR,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,111109,1768777,681482,14389
JAWA TIMUR,NONMAKANAN,PERDESAAN,2019,MARET,91740,1630059,370427,13119
JAWA TIMUR,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,93809,1630059,370427,13119
JAWA TIMUR,NONMAKANAN,PERDESAAN,2020,MARET,96247,1768777,383238,14389
JAWA TIMUR,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,96788,1768777,383238,14389
JAWA TIMUR,NONMAKANAN,PERKOTAAN,2021,MARET,113113,1798979,691588,14789
JAWA TIMUR,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,115011,1798979,691588,14789
JAWA TIMUR,NONMAKANAN,PERKOTAAN,2022,MARET,118612,1891567,693987,15119
JAWA TIMUR,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,125139,1891567,693987,15119
JAWA TIMUR,NONMAKANAN,PERDESAAN,2021,MARET,98419,1798979,390312,14789
JAWA TIMUR,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,101242,1798979,390312,14789
JAWA TIMUR,NONMAKANAN,PERDESAAN,2022,MARET,104924,1891567,403015,15119
JAWA TIMUR,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,111568,1891567,403015,15119
BANTEN,MAKANAN,PERKOTAAN,2015,MARET,235211,1600000,526737,14228
BANTEN,MAKANAN,PERKOTAAN,2015,SEPTEMBER,248503,1600000,526737,14228
BANTEN,MAKANAN,PERKOTAAN,2016,MARET,256536,1784000,578602,21033
BANTEN,MAKANAN,PERKOTAAN,2016,SEPTEMBER,261285,1784000,578602,21033
BANTEN,MAKANAN,PERDESAAN,2015,MARET,241250,1600000,392046,14228
BANTEN,MAKANAN,PERDESAAN,2015,SEPTEMBER,254860,1600000,392046,14228
BANTEN,MAKANAN,PERDESAAN,2016,MARET,262861,1784000,429913,21033
BANTEN,MAKANAN,PERDESAAN,2016,SEPTEMBER,264755,1784000,429913,21033
BANTEN,MAKANAN,PERKOTAAN,2017,MARET,271750,1931180,681921,19719
BANTEN,MAKANAN,PERKOTAAN,2017,SEPTEMBER,292643,1931180,681921,19719
BANTEN,MAKANAN,PERKOTAAN,2018,MARET,316089,2099385,722162,20565
BANTEN,MAKANAN,PERKOTAAN,2018,SEPTEMBER,331095,2099385,722162,20565
BANTEN,MAKANAN,PERDESAAN,2017,MARET,274157,1931180,486515,19719
BANTEN,MAKANAN,PERDESAAN,2017,SEPTEMBER,279609,1931180,486515,19719
BANTEN,MAKANAN,PERDESAAN,2018,MARET,293446,2099385,551678,20565
BANTEN,MAKANAN,PERDESAAN,2018,SEPTEMBER,301349,2099385,551678,20565
BANTEN,MAKANAN,PERKOTAAN,2019,MARET,344073,2267990,755744,21003
BANTEN,MAKANAN,PERKOTAAN,2019,SEPTEMBER,358473,2267990,755744,21003
BANTEN,MAKANAN,PERKOTAAN,2020,MARET,374474,2460997,809917,23035
BANTEN,MAKANAN,PERKOTAAN,2020,SEPTEMBER,376950,2460997,809917,23035
BANTEN,MAKANAN,PERDESAAN,2019,MARET,304403,2267990,568904,21003
BANTEN,MAKANAN,PERDESAAN,2019,SEPTEMBER,323479,2267990,568904,21003
BANTEN,MAKANAN,PERDESAAN,2020,MARET,342546,2460997,621779,23035
BANTEN,MAKANAN,PERDESAAN,2020,SEPTEMBER,355550,2460997,621779,23035
BANTEN,MAKANAN,PERKOTAAN,2021,MARET,390893,3230023,789596,24839
BANTEN,MAKANAN,PERKOTAAN,2021,SEPTEMBER,405526,3230023,789596,24839
BANTEN,MAKANAN,PERKOTAAN,2022,MARET,421343,2501203,867898,23880
BANTEN,MAKANAN,PERKOTAAN,2022,SEPTEMBER,444996,2501203,867898,23880
BANTEN,MAKANAN,PERDESAAN,2021,MARET,364081,3230023,632206,24839
BANTEN,MAKANAN,PERDESAAN,2021,SEPTEMBER,369466,3230023,632206,24839
BANTEN,MAKANAN,PERDESAAN,2022,MARET,387733,2501203,717509,23880
BANTEN,MAKANAN,PERDESAAN,2022,SEPTEMBER,400849,2501203,717509,23880
BANTEN,NONMAKANAN,PERKOTAAN,2015,MARET,109643,1600000,677002,14228
BANTEN,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,117170,1600000,677002,14228
BANTEN,NONMAKANAN,PERKOTAAN,2016,MARET,120516,1784000,740307,21033
BANTEN,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,121618,1784000,740307,21033
BANTEN,NONMAKANAN,PERDESAAN,2015,MARET,77247,1600000,272081,14228
BANTEN,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,81732,1600000,272081,14228
BANTEN,NONMAKANAN,PERDESAAN,2016,MARET,84904,1784000,298101,21033
BANTEN,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,86952,1784000,298101,21033
BANTEN,NONMAKANAN,PERKOTAAN,2017,MARET,124857,1931180,768846,19719
BANTEN,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,128495,1931180,768846,19719
BANTEN,NONMAKANAN,PERKOTAAN,2018,MARET,132429,2099385,860591,20565
BANTEN,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,137476,2099385,860591,20565
BANTEN,NONMAKANAN,PERDESAAN,2017,MARET,89431,1931180,304026,19719
BANTEN,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,93430,1931180,304026,19719
BANTEN,NONMAKANAN,PERDESAAN,2018,MARET,96862,2099385,344889,20565
BANTEN,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,104616,2099385,344889,20565
BANTEN,NONMAKANAN,PERKOTAAN,2019,MARET,140545,2267990,857116,21003
BANTEN,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,148725,2267990,857116,21003
BANTEN,NONMAKANAN,PERKOTAAN,2020,MARET,153303,2460997,890708,23035
BANTEN,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,155147,2460997,890708,23035
BANTEN,NONMAKANAN,PERDESAAN,2019,MARET,107604,2267990,391762,21003
BANTEN,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,110445,2267990,391762,21003
BANTEN,NONMAKANAN,PERDESAAN,2020,MARET,118175,2460997,430162,23035
BANTEN,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,118937,2460997,430162,23035
BANTEN,NONMAKANAN,PERKOTAAN,2021,MARET,158218,3230023,902648,24839
BANTEN,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,161474,3230023,902648,24839
BANTEN,NONMAKANAN,PERKOTAAN,2022,MARET,166426,2501203,908923,23880
BANTEN,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,172532,2501203,908923,23880
BANTEN,NONMAKANAN,PERDESAAN,2021,MARET,121444,3230023,422823,24839
BANTEN,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,127748,3230023,422823,24839
BANTEN,NONMAKANAN,PERDESAAN,2022,MARET,133579,2501203,433478,23880
BANTEN,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,144108,2501203,433478,23880
BALI,MAKANAN,PERKOTAAN,2015,MARET,226679,1621172,441921,11038
BALI,MAKANAN,PERKOTAAN,2015,SEPTEMBER,231680,1621172,441921,11038
BALI,MAKANAN,PERKOTAAN,2016,MARET,237835,1807600,495437,14852
BALI,MAKANAN,PERKOTAAN,2016,SEPTEMBER,242429,1807600,495437,14852
BALI,MAKANAN,PERDESAAN,2015,MARET,214350,1621172,389091,11038
BALI,MAKANAN,PERDESAAN,2015,SEPTEMBER,222166,1621172,389091,11038
BALI,MAKANAN,PERDESAAN,2016,MARET,230108,1807600,415994,14852
BALI,MAKANAN,PERDESAAN,2016,SEPTEMBER,233243,1807600,415994,14852
BALI,MAKANAN,PERKOTAAN,2017,MARET,252294,1956727,629479,15624
BALI,MAKANAN,PERKOTAAN,2017,SEPTEMBER,252299,1956727,629479,15624
BALI,MAKANAN,PERKOTAAN,2018,MARET,263613,2127157,646596,15889
BALI,MAKANAN,PERKOTAAN,2018,SEPTEMBER,268910,2127157,646596,15889
BALI,MAKANAN,PERDESAAN,2017,MARET,245927,1956727,462189,15624
BALI,MAKANAN,PERDESAAN,2017,SEPTEMBER,251306,1956727,462189,15624
BALI,MAKANAN,PERDESAAN,2018,MARET,264685,2127157,508462,15889
BALI,MAKANAN,PERDESAAN,2018,SEPTEMBER,267058,2127157,508462,15889
BALI,MAKANAN,PERKOTAAN,2019,MARET,278769,2297969,649854,16408
BALI,MAKANAN,PERKOTAAN,2019,SEPTEMBER,292350,2297969,649854,16408
BALI,MAKANAN,PERKOTAAN,2020,MARET,307459,2494000,724978,17775
BALI,MAKANAN,PERKOTAAN,2020,SEPTEMBER,309933,2494000,724978,17775
BALI,MAKANAN,PERDESAAN,2019,MARET,269879,2297969,519389,16408
BALI,MAKANAN,PERDESAAN,2019,SEPTEMBER,271679,2297969,519389,16408
BALI,MAKANAN,PERDESAAN,2020,MARET,280900,2494000,564444,17775
BALI,MAKANAN,PERDESAAN,2020,SEPTEMBER,284541,2494000,564444,17775
BALI,MAKANAN,PERKOTAAN,2021,MARET,321245,2494000,667606,17662
BALI,MAKANAN,PERKOTAAN,2021,SEPTEMBER,325747,2494000,667606,17662
BALI,MAKANAN,PERKOTAAN,2022,MARET,346903,2516971,639073,16857
BALI,MAKANAN,PERKOTAAN,2022,SEPTEMBER,367036,2516971,639073,16857
BALI,MAKANAN,PERDESAAN,2021,MARET,291311,2494000,534662,17662
BALI,MAKANAN,PERDESAAN,2021,SEPTEMBER,302550,2494000,534662,17662
BALI,MAKANAN,PERDESAAN,2022,MARET,318169,2516971,537213,16857
BALI,MAKANAN,PERDESAAN,2022,SEPTEMBER,334827,2516971,537213,16857
BALI,NONMAKANAN,PERKOTAAN,2015,MARET,106320,1621172,737657,11038
BALI,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,109874,1621172,737657,11038
BALI,NONMAKANAN,PERKOTAAN,2016,MARET,110736,1807600,731649,14852
BALI,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,114998,1807600,731649,14852
BALI,NONMAKANAN,PERDESAAN,2015,MARET,89655,1621172,441381,11038
BALI,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,92052,1621172,441381,11038
BALI,NONMAKANAN,PERDESAAN,2016,MARET,92552,1807600,467022,14852
BALI,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,94790,1807600,467022,14852
BALI,NONMAKANAN,PERKOTAAN,2017,MARET,118321,1956727,915099,15624
BALI,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,118820,1956727,915099,15624
BALI,NONMAKANAN,PERKOTAAN,2018,MARET,123953,2127157,899792,15889
BALI,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,125078,2127157,899792,15889
BALI,NONMAKANAN,PERDESAAN,2017,MARET,99414,1956727,492979,15624
BALI,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,99519,1956727,492979,15624
BALI,NONMAKANAN,PERDESAAN,2018,MARET,108143,2127157,506501,15889
BALI,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,109674,2127157,506501,15889
BALI,NONMAKANAN,PERKOTAAN,2019,MARET,130026,2297969,887615,16408
BALI,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,131942,2297969,887615,16408
BALI,NONMAKANAN,PERKOTAAN,2020,MARET,135611,2494000,973020,17775
BALI,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,141701,2494000,973020,17775
BALI,NONMAKANAN,PERDESAAN,2019,MARET,113240,2297969,535918,16408
BALI,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,115867,2297969,535918,16408
BALI,NONMAKANAN,PERDESAAN,2020,MARET,120391,2494000,526845,17775
BALI,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,122774,2494000,526845,17775
BALI,NONMAKANAN,PERKOTAAN,2021,MARET,145944,2494000,963313,17662
BALI,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,148574,2494000,963313,17662
BALI,NONMAKANAN,PERKOTAAN,2022,MARET,152669,2516971,950309,16857
BALI,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,163784,2516971,950309,16857
BALI,NONMAKANAN,PERDESAAN,2021,MARET,126411,2494000,544917,17662
BALI,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,127328,2494000,544917,17662
BALI,NONMAKANAN,PERDESAAN,2022,MARET,131527,2516971,540494,16857
BALI,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,141203,2516971,540494,16857
NUSA TENGGARA BARAT,MAKANAN,PERKOTAAN,2015,MARET,238797,1330000,373402,9187
NUSA TENGGARA BARAT,MAKANAN,PERKOTAAN,2015,SEPTEMBER,244162,1330000,373402,9187
NUSA TENGGARA BARAT,MAKANAN,PERKOTAAN,2016,MARET,251734,1482950,442888,9940
NUSA TENGGARA BARAT,MAKANAN,PERKOTAAN,2016,SEPTEMBER,252343,1482950,442888,9940
NUSA TENGGARA BARAT,MAKANAN,PERDESAAN,2015,MARET,232281,1330000,341583,9187
NUSA TENGGARA BARAT,MAKANAN,PERDESAAN,2015,SEPTEMBER,238879,1330000,341583,9187
NUSA TENGGARA BARAT,MAKANAN,PERDESAAN,2016,MARET,249490,1482950,385012,9940
NUSA TENGGARA BARAT,MAKANAN,PERDESAAN,2016,SEPTEMBER,249501,1482950,385012,9940
NUSA TENGGARA BARAT,MAKANAN,PERKOTAAN,2017,MARET,259057,1631245,490606,10962
NUSA TENGGARA BARAT,MAKANAN,PERKOTAAN,2017,SEPTEMBER,267116,1631245,490606,10962
NUSA TENGGARA BARAT,MAKANAN,PERKOTAAN,2018,MARET,279003,1825000,565819,11359
NUSA TENGGARA BARAT,MAKANAN,PERKOTAAN,2018,SEPTEMBER,284496,1825000,565819,11359
NUSA TENGGARA BARAT,MAKANAN,PERDESAAN,2017,MARET,255797,1631245,430953,10962
NUSA TENGGARA BARAT,MAKANAN,PERDESAAN,2017,SEPTEMBER,260052,1631245,430953,10962
NUSA TENGGARA BARAT,MAKANAN,PERDESAAN,2018,MARET,271987,1825000,489716,11359
NUSA TENGGARA BARAT,MAKANAN,PERDESAAN,2018,SEPTEMBER,272119,1825000,489716,11359
NUSA TENGGARA BARAT,MAKANAN,PERKOTAAN,2019,MARET,294223,2012610,573132,11954
NUSA TENGGARA BARAT,MAKANAN,PERKOTAAN,2019,SEPTEMBER,301167,2012610,573132,11954
NUSA TENGGARA BARAT,MAKANAN,PERKOTAAN,2020,MARET,312088,2183883,613446,13627
NUSA TENGGARA BARAT,MAKANAN,PERKOTAAN,2020,SEPTEMBER,314001,2183883,613446,13627
NUSA TENGGARA BARAT,MAKANAN,PERDESAAN,2019,MARET,280269,2012610,508746,11954
NUSA TENGGARA BARAT,MAKANAN,PERDESAAN,2019,SEPTEMBER,285008,2012610,508746,11954
NUSA TENGGARA BARAT,MAKANAN,PERDESAAN,2020,MARET,293862,2183883,537421,13627
NUSA TENGGARA BARAT,MAKANAN,PERDESAAN,2020,SEPTEMBER,296269,2183883,537421,13627
NUSA TENGGARA BARAT,MAKANAN,PERKOTAAN,2021,MARET,325304,2183883,683662,12992
NUSA TENGGARA BARAT,MAKANAN,PERKOTAAN,2021,SEPTEMBER,336346,2183883,683662,12992
NUSA TENGGARA BARAT,MAKANAN,PERKOTAAN,2022,MARET,349371,2207212,707430,11734
NUSA TENGGARA BARAT,MAKANAN,PERKOTAAN,2022,SEPTEMBER,373497,2207212,707430,11734
NUSA TENGGARA BARAT,MAKANAN,PERDESAAN,2021,MARET,311567,2183883,592603,12992
NUSA TENGGARA BARAT,MAKANAN,PERDESAAN,2021,SEPTEMBER,320916,2183883,592603,12992
NUSA TENGGARA BARAT,MAKANAN,PERDESAAN,2022,MARET,336060,2207212,625547,11734
NUSA TENGGARA BARAT,MAKANAN,PERDESAAN,2022,SEPTEMBER,361266,2207212,625547,11734
NUSA TENGGARA BARAT,NONMAKANAN,PERKOTAAN,2015,MARET,89328,1330000,381980,9187
NUSA TENGGARA BARAT,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,91123,1330000,381980,9187
NUSA TENGGARA BARAT,NONMAKANAN,PERKOTAAN,2016,MARET,91846,1482950,431455,9940
NUSA TENGGARA BARAT,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,94237,1482950,431455,9940
NUSA TENGGARA BARAT,NONMAKANAN,PERDESAAN,2015,MARET,71786,1330000,263291,9187
NUSA TENGGARA BARAT,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,74588,1330000,263291,9187
NUSA TENGGARA BARAT,NONMAKANAN,PERDESAAN,2016,MARET,77166,1482950,288557,9940
NUSA TENGGARA BARAT,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,79274,1482950,288557,9940
NUSA TENGGARA BARAT,NONMAKANAN,PERKOTAAN,2017,MARET,96193,1631245,460071,10962
NUSA TENGGARA BARAT,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,96581,1631245,460071,10962
NUSA TENGGARA BARAT,NONMAKANAN,PERKOTAAN,2018,MARET,98141,1825000,468883,11359
NUSA TENGGARA BARAT,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,99982,1825000,468883,11359
NUSA TENGGARA BARAT,NONMAKANAN,PERDESAAN,2017,MARET,81535,1631245,285334,10962
NUSA TENGGARA BARAT,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,83335,1631245,285334,10962
NUSA TENGGARA BARAT,NONMAKANAN,PERDESAAN,2018,MARET,84374,1825000,327291,11359
NUSA TENGGARA BARAT,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,91635,1825000,327291,11359
NUSA TENGGARA BARAT,NONMAKANAN,PERKOTAAN,2019,MARET,102473,2012610,559054,11954
NUSA TENGGARA BARAT,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,103921,2012610,559054,11954
NUSA TENGGARA BARAT,NONMAKANAN,PERKOTAAN,2020,MARET,105643,2183883,598236,13627
NUSA TENGGARA BARAT,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,105923,2183883,598236,13627
NUSA TENGGARA BARAT,NONMAKANAN,PERDESAAN,2019,MARET,93853,2012610,424611,11954
NUSA TENGGARA BARAT,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,95683,2012610,424611,11954
NUSA TENGGARA BARAT,NONMAKANAN,PERDESAAN,2020,MARET,99356,2183883,438075,13627
NUSA TENGGARA BARAT,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,100231,2183883,438075,13627
NUSA TENGGARA BARAT,NONMAKANAN,PERKOTAAN,2021,MARET,109147,2183883,658565,12992
NUSA TENGGARA BARAT,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,116509,2183883,658565,12992
NUSA TENGGARA BARAT,NONMAKANAN,PERKOTAAN,2022,MARET,121061,2207212,582407,11734
NUSA TENGGARA BARAT,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,128090,2207212,582407,11734
NUSA TENGGARA BARAT,NONMAKANAN,PERDESAAN,2021,MARET,101079,2183883,461751,12992
NUSA TENGGARA BARAT,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,109465,2183883,461751,12992
NUSA TENGGARA BARAT,NONMAKANAN,PERDESAAN,2022,MARET,112906,2207212,402893,11734
NUSA TENGGARA BARAT,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,116558,2207212,402893,11734
NUSA TENGGARA TIMUR,MAKANAN,PERKOTAAN,2015,MARET,260406,1250000,401053,11436
NUSA TENGGARA TIMUR,MAKANAN,PERKOTAAN,2015,SEPTEMBER,265296,1250000,401053,11436
NUSA TENGGARA TIMUR,MAKANAN,PERKOTAAN,2016,MARET,275382,1425000,426417,12868
NUSA TENGGARA TIMUR,MAKANAN,PERKOTAAN,2016,SEPTEMBER,277266,1425000,426417,12868
NUSA TENGGARA TIMUR,MAKANAN,PERDESAAN,2015,MARET,232460,1250000,272347,11436
NUSA TENGGARA TIMUR,MAKANAN,PERDESAAN,2015,SEPTEMBER,240102,1250000,272347,11436
NUSA TENGGARA TIMUR,MAKANAN,PERDESAAN,2016,MARET,252012,1425000,283013,12868
NUSA TENGGARA TIMUR,MAKANAN,PERDESAAN,2016,SEPTEMBER,254257,1425000,283013,12868
NUSA TENGGARA TIMUR,MAKANAN,PERKOTAAN,2017,MARET,290711,1525000,518425,12281
NUSA TENGGARA TIMUR,MAKANAN,PERKOTAAN,2017,SEPTEMBER,292048,1525000,518425,12281
NUSA TENGGARA TIMUR,MAKANAN,PERKOTAAN,2018,MARET,299104,1660000,542216,12318
NUSA TENGGARA TIMUR,MAKANAN,PERKOTAAN,2018,SEPTEMBER,301642,1660000,542216,12318
NUSA TENGGARA TIMUR,MAKANAN,PERDESAAN,2017,MARET,268003,1525000,366408,12281
NUSA TENGGARA TIMUR,MAKANAN,PERDESAAN,2017,SEPTEMBER,268253,1525000,366408,12281
NUSA TENGGARA TIMUR,MAKANAN,PERDESAAN,2018,MARET,273466,1660000,361460,12318
NUSA TENGGARA TIMUR,MAKANAN,PERDESAAN,2018,SEPTEMBER,275681,1660000,361460,12318
NUSA TENGGARA TIMUR,MAKANAN,PERKOTAAN,2019,MARET,317432,1795000,539898,12610
NUSA TENGGARA TIMUR,MAKANAN,PERKOTAAN,2019,SEPTEMBER,337056,1795000,539898,12610
NUSA TENGGARA TIMUR,MAKANAN,PERKOTAAN,2020,MARET,357134,1950000,574081,17696
NUSA TENGGARA TIMUR,MAKANAN,PERKOTAAN,2020,SEPTEMBER,358164,1950000,574081,17696
NUSA TENGGARA TIMUR,MAKANAN,PERDESAAN,2019,MARET,285352,1795000,395098,12610
NUSA TENGGARA TIMUR,MAKANAN,PERDESAAN,2019,SEPTEMBER,289037,1795000,395098,12610
NUSA TENGGARA TIMUR,MAKANAN,PERDESAAN,2020,MARET,305029,1950000,401712,17696
NUSA TENGGARA TIMUR,MAKANAN,PERDESAAN,2020,SEPTEMBER,305413,1950000,401712,17696
NUSA TENGGARA TIMUR,MAKANAN,PERKOTAAN,2021,MARET,367201,1950000,600232,16386
NUSA TENGGARA TIMUR,MAKANAN,PERKOTAAN,2021,SEPTEMBER,385169,1950000,600232,16386
NUSA TENGGARA TIMUR,MAKANAN,PERKOTAAN,2022,MARET,402228,1975000,581779,13012
NUSA TENGGARA TIMUR,MAKANAN,PERKOTAAN,2022,SEPTEMBER,423538,1975000,581779,13012
NUSA TENGGARA TIMUR,MAKANAN,PERDESAAN,2021,MARET,312141,1950000,424725,16386
NUSA TENGGARA TIMUR,MAKANAN,PERDESAAN,2021,SEPTEMBER,333436,1950000,424725,16386
NUSA TENGGARA TIMUR,MAKANAN,PERDESAAN,2022,MARET,344813,1975000,446350,13012
NUSA TENGGARA TIMUR,MAKANAN,PERDESAAN,2022,SEPTEMBER,366047,1975000,446350,13012
NUSA TENGGARA TIMUR,NONMAKANAN,PERKOTAAN,2015,MARET,104514,1250000,473374,11436
NUSA TENGGARA TIMUR,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,109059,1250000,473374,11436
NUSA TENGGARA TIMUR,NONMAKANAN,PERKOTAAN,2016,MARET,110757,1425000,526696,12868
NUSA TENGGARA TIMUR,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,112395,1425000,526696,12868
NUSA TENGGARA TIMUR,NONMAKANAN,PERDESAAN,2015,MARET,48561,1250000,176028,11436
NUSA TENGGARA TIMUR,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,50261,1250000,176028,11436
NUSA TENGGARA TIMUR,NONMAKANAN,PERDESAAN,2016,MARET,54709,1425000,196941,12868
NUSA TENGGARA TIMUR,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,56039,1425000,196941,12868
NUSA TENGGARA TIMUR,NONMAKANAN,PERKOTAAN,2017,MARET,116262,1525000,574119,12281
NUSA TENGGARA TIMUR,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,117333,1525000,574119,12281
NUSA TENGGARA TIMUR,NONMAKANAN,PERKOTAAN,2018,MARET,119421,1660000,579797,12318
NUSA TENGGARA TIMUR,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,120212,1660000,579797,12318
NUSA TENGGARA TIMUR,NONMAKANAN,PERDESAAN,2017,MARET,58316,1525000,201792,12281
NUSA TENGGARA TIMUR,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,60883,1525000,201792,12281
NUSA TENGGARA TIMUR,NONMAKANAN,PERDESAAN,2018,MARET,63119,1660000,219096,12318
NUSA TENGGARA TIMUR,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,66622,1660000,219096,12318
NUSA TENGGARA TIMUR,NONMAKANAN,PERKOTAAN,2019,MARET,124193,1795000,613889,12610
NUSA TENGGARA TIMUR,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,130258,1795000,613889,12610
NUSA TENGGARA TIMUR,NONMAKANAN,PERKOTAAN,2020,MARET,137255,1950000,672776,17696
NUSA TENGGARA TIMUR,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,138027,1950000,672776,17696
NUSA TENGGARA TIMUR,NONMAKANAN,PERDESAAN,2019,MARET,68332,1795000,229992,12610
NUSA TENGGARA TIMUR,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,69974,1795000,229992,12610
NUSA TENGGARA TIMUR,NONMAKANAN,PERDESAAN,2020,MARET,71183,1950000,251481,17696
NUSA TENGGARA TIMUR,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,71833,1950000,251481,17696
NUSA TENGGARA TIMUR,NONMAKANAN,PERKOTAAN,2021,MARET,141383,1950000,663311,16386
